duracao_incidente,equipamento_nome,equipamento_modelo,equipamento_grupo,turno,data_inicio,data_final,data,local_nome,secao,alarme_nome,alarme_codigo,alarme_level
84,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:06:48-04,2024-10-22 20:08:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
56,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:06:49-04,2024-10-22 20:07:45-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
68,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:06:50-04,2024-10-22 20:07:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
208,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:06:56-04,2024-10-22 20:10:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
168,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:07:00-04,2024-10-22 20:09:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
150,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:07:03-04,2024-10-22 20:09:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
147,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:07:05-04,2024-10-22 20:09:32-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
166,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-22 20:07:06-04,2024-10-22 20:09:52-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
195,AUTO-DISPLAYS,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:07:06-04,2024-10-22 20:10:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
40,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:07:07-04,2024-10-22 20:07:47-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
171,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:07:12-04,2024-10-22 20:10:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
97,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:07:12-04,2024-10-22 20:08:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
42,MULTICAL,MULTICAL,MULTICAL,1,2024-10-22 20:07:12-04,2024-10-22 20:07:54-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
33,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:07:15-04,2024-10-22 20:07:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
81,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:07:18-04,2024-10-22 20:08:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
40,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:07:18-04,2024-10-22 20:07:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
151,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:07:19-04,2024-10-22 20:09:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
64,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-22 20:07:21-04,2024-10-22 20:08:25-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
94,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-22 20:07:25-04,2024-10-22 20:08:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
30,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-22 20:07:29-04,2024-10-22 20:07:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
70,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:07:29-04,2024-10-22 20:08:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
56,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-22 20:07:31-04,2024-10-22 20:08:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
120,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-22 20:07:32-04,2024-10-22 20:09:32-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
95,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:07:33-04,2024-10-22 20:09:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
90,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:07:41-04,2024-10-22 20:09:11-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
82,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-22 20:07:47-04,2024-10-22 20:09:09-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
41,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-22 20:07:57-04,2024-10-22 20:08:38-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
18,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:07:58-04,2024-10-22 20:08:16-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
79,EFT,MULTICAL,MULTICAL,1,2024-10-22 20:08:02-04,2024-10-22 20:09:21-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
102,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:08:06-04,2024-10-22 20:09:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
100,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:08:06-04,2024-10-22 20:09:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
27,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:08:07-04,2024-10-22 20:08:34-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
134,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:08:19-04,2024-10-22 20:10:33-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
120,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:08:32-04,2024-10-22 20:10:32-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
48,Camera-Auto,MULTICAL,MULTICAL,3,2024-10-22 20:08:32-04,2024-10-22 20:09:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
156,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-22 20:08:36-04,2024-10-22 20:11:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
40,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-22 20:08:42-04,2024-10-22 20:09:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
60,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:08:44-04,2024-10-22 20:09:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
122,AUTO-DISPLAYS,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:08:51-04,2024-10-22 20:10:53-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
84,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:08:55-04,2024-10-22 20:10:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
84,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:08:56-04,2024-10-22 20:10:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
219,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,1,2024-10-22 20:08:57-04,2024-10-22 20:12:36-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
127,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:09:02-04,2024-10-22 20:11:09-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
37,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-22 20:09:08-04,2024-10-22 20:09:45-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
40,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-22 20:09:10-04,2024-10-22 20:09:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
55,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:09:13-04,2024-10-22 20:10:08-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
27,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:09:14-04,2024-10-22 20:09:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
21,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:09:29-04,2024-10-22 20:09:50-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
132,AUTO-DISPLAYS,MULTICAL,MULTICAL,3,2024-10-22 20:09:32-04,2024-10-22 20:11:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
53,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:09:33-04,2024-10-22 20:10:26-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
49,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-22 20:09:34-04,2024-10-22 20:10:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
166,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-22 20:09:41-04,2024-10-22 20:12:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
57,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:09:49-04,2024-10-22 20:10:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
77,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-22 20:09:49-04,2024-10-22 20:11:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
117,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:09:52-04,2024-10-22 20:11:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
161,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-22 20:10:01-04,2024-10-22 20:12:42-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
31,MULTICAL,MULTICAL,MULTICAL,1,2024-10-22 20:10:08-04,2024-10-22 20:10:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
164,MULTICAL,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-22 20:10:19-04,2024-10-22 20:13:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
68,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-22 20:10:22-04,2024-10-22 20:11:30-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
72,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:10:29-04,2024-10-22 20:11:41-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
76,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:10:30-04,2024-10-22 20:11:46-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
172,MULTICAL,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:10:31-04,2024-10-22 20:13:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
143,EFT,MULTICAL,MULTICAL,3,2024-10-22 20:10:34-04,2024-10-22 20:12:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
97,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:10:36-04,2024-10-22 20:12:13-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
27,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-22 20:10:39-04,2024-10-22 20:11:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
63,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-22 20:10:40-04,2024-10-22 20:11:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
72,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-22 20:10:41-04,2024-10-22 20:11:53-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
65,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:10:48-04,2024-10-22 20:11:53-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
61,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,3,2024-10-22 20:11:05-04,2024-10-22 20:12:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
44,AUTO-DISPLAYS,MULTICAL,MULTICAL,2,2024-10-22 20:11:13-04,2024-10-22 20:11:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
40,EFT,MULTICAL,MULTICAL,2,2024-10-22 20:11:16-04,2024-10-22 20:11:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
48,Camera-Auto,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:11:24-04,2024-10-22 20:12:12-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
140,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-22 20:11:24-04,2024-10-22 20:13:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
71,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:11:29-04,2024-10-22 20:12:40-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
91,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:11:34-04,2024-10-22 20:13:05-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
135,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-22 20:11:41-04,2024-10-22 20:13:56-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
82,MULTICAL,MULTICAL,MULTICAL,2,2024-10-22 20:11:42-04,2024-10-22 20:13:04-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
34,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:11:46-04,2024-10-22 20:12:20-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
60,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:11:49-04,2024-10-22 20:12:49-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
142,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:11:52-04,2024-10-22 20:14:14-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
65,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:11:52-04,2024-10-22 20:12:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
20,Camera-Auto,MULTICAL,MULTICAL,1,2024-10-22 20:11:57-04,2024-10-22 20:12:17-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
179,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:11:59-04,2024-10-22 20:14:58-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
160,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:11:59-04,2024-10-22 20:14:39-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
82,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,3,2024-10-22 20:12:02-04,2024-10-22 20:13:24-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Critical
157,AUTO-DISPLAYS,SIMCOMBINED-C2,SIMCOMBINED-C2,3,2024-10-22 20:12:06-04,2024-10-22 20:14:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
45,Camera-Auto,MULTICAL,MULTICAL,2,2024-10-22 20:12:14-04,2024-10-22 20:12:59-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
147,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:12:16-04,2024-10-22 20:14:43-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
50,MULTICAL,MULTICAL,MULTICAL,2,2024-10-22 20:12:16-04,2024-10-22 20:13:06-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
48,AUTO-DISPLAYS,MULTICAL,MULTICAL,1,2024-10-22 20:12:22-04,2024-10-22 20:13:10-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Warning
160,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:12:23-04,2024-10-22 20:15:03-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
53,EFT,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:12:26-04,2024-10-22 20:13:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
221,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:12:30-04,2024-10-22 20:16:11-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
30,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,2,2024-10-22 20:12:30-04,2024-10-22 20:13:00-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SET INPUT CV TO LOAD CV TIME OUT,AL0013,Warning
38,EFT,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:12:37-04,2024-10-22 20:13:15-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Warning
89,Camera-Auto,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:12:40-04,2024-10-22 20:14:09-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Critical
66,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,3,2024-10-22 20:12:42-04,2024-10-22 20:13:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
126,AUTO-DISPLAYS,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,1,2024-10-22 20:12:42-04,2024-10-22 20:14:48-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
136,Camera-Auto,AUTO_DISPLAY-SV1,AUTO_DISPLAY-SV1,2,2024-10-22 20:13:03-04,2024-10-22 20:15:19-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Critical
31,MULTICAL,MULTICAL,MULTICAL,2,2024-10-22 20:13:13-04,2024-10-22 20:13:44-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Warning
74,MULTICAL,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,2,2024-10-22 20:13:13-04,2024-10-22 20:14:27-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
21,MULTICAL,Camera_LCIA_HANDLER_V1,Camera_LCIA_HANDLER_V1,1,2024-10-22 20:13:14-04,2024-10-22 20:13:35-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,SIMTR_PUSH_DOWN_SENSOR,AL1000,Warning
103,EFT,MULTICAL,MULTICAL,3,2024-10-22 20:13:17-04,2024-10-22 20:15:00-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,INPUT_PTR_GRIP_SENSOR,AL0012,Warning
155,EFT,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:13:47-04,2024-10-22 20:16:22-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,ROBOT TOOL RIGHT GRIP SET FAIL,AL0011,Critical
119,EFT,SET_WATERPROOF_V5.0,SET_WATERPROOF_V5.0,1,2024-10-22 20:13:58-04,2024-10-22 20:15:57-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,InPP Gripper2 Head Down Fail,AL2011,Critical
196,Camera-Auto,SIMCOMBINED-C2,SIMCOMBINED-C2,2,2024-10-22 20:14:07-04,2024-10-22 20:17:23-04,2024-10-23,INSPECTION 01,BLOCK INSPECTION,RIGHT OUTPUT PTR GRIP CHECK TIMEOUT,AL23005,Critical
